job_id,product_id,process_name,line_id,factory_id,start_min,end_min,changeover_time,processing_time_used,duration_check,start_time,end_time
J1103,P07,rinse,V8,F1,1830.0,1880.0,6.0,50.0,50.0,2026-04-02 06:30:00,2026-04-02 07:20:00
J1103,P07,plating,V9,F1,2550.0,2730.0,10.0,180.0,180.0,2026-04-02 18:30:00,2026-04-02 21:30:00
J1103,P07,trim_form,V10,F1,2790.0,2880.0,5.0,90.0,90.0,2026-04-02 22:30:00,2026-04-03 00:00:00
J1103,P07,electrical_test,V11,F1,2884.0,2944.0,4.0,60.0,60.0,2026-04-03 00:04:00,2026-04-03 01:04:00
J1103,P07,final_inspection,V12,F1,2947.0,3007.0,3.0,60.0,60.0,2026-04-03 01:07:00,2026-04-03 02:07:00
J1104,P07,wafer_saw,V1,F1,390.0,510.0,3.0,120.0,120.0,2026-04-01 06:30:00,2026-04-01 08:30:00
J1104,P07,die_attach,V4,F1,1110.0,1270.0,5.0,160.0,160.0,2026-04-01 18:30:00,2026-04-01 21:10:00
J1104,P07,wire_bond,V6,F1,1350.0,1530.0,5.0,180.0,180.0,2026-04-01 22:30:00,2026-04-02 01:30:00
J1104,P07,molding,V7,F1,1830.0,1980.0,8.0,150.0,150.0,2026-04-02 06:30:00,2026-04-02 09:00:00
J1104,P07,rinse,V8,F1,1986.0,2036.0,6.0,50.0,50.0,2026-04-02 09:06:00,2026-04-02 09:56:00
J1104,P07,plating,V9,F1,2790.0,2970.0,10.0,180.0,180.0,2026-04-02 22:30:00,2026-04-03 01:30:00
J1104,P07,trim_form,V10,F1,3090.0,3180.0,5.0,90.0,90.0,2026-04-03 03:30:00,2026-04-03 05:00:00
J1104,P07,electrical_test,V11,F1,3270.0,3330.0,4.0,60.0,60.0,2026-04-03 06:30:00,2026-04-03 07:30:00
J1104,P07,final_inspection,V12,F1,3333.0,3393.0,3.0,60.0,60.0,2026-04-03 07:33:00,2026-04-03 08:33:00
J1105,P07,wafer_saw,V2,F1,390.0,510.0,3.0,120.0,120.0,2026-04-01 06:30:00,2026-04-01 08:30:00
J1105,P07,die_attach,V3,F1,1350.0,1510.0,5.0,160.0,160.0,2026-04-01 22:30:00,2026-04-02 01:10:00
J1105,P07,wire_bond,V5,F1,1830.0,2010.0,5.0,180.0,180.0,2026-04-02 06:30:00,2026-04-02 09:30:00
J1105,P07,molding,V7,F1,2070.0,2220.0,8.0,150.0,150.0,2026-04-02 10:30:00,2026-04-02 13:00:00
J1105,P07,rinse,V8,F1,2226.0,2276.0,6.0,50.0,50.0,2026-04-02 13:06:00,2026-04-02 13:56:00
J1105,P07,plating,V9,F1,3270.0,3450.0,10.0,180.0,180.0,2026-04-03 06:30:00,2026-04-03 09:30:00
J1105,P07,trim_form,V10,F1,3510.0,3600.0,5.0,90.0,90.0,2026-04-03 10:30:00,2026-04-03 12:00:00
J1105,P07,electrical_test,V11,F1,3604.0,3664.0,4.0,60.0,60.0,2026-04-03 12:04:00,2026-04-03 13:04:00
J1105,P07,final_inspection,V12,F1,3667.0,3727.0,3.0,60.0,60.0,2026-04-03 13:07:00,2026-04-03 14:07:00
J1106,P07,wafer_saw,V2,F1,630.0,750.0,3.0,120.0,120.0,2026-04-01 10:30:00,2026-04-01 12:30:00
J1106,P07,die_attach,V4,F1,1350.0,1510.0,5.0,160.0,160.0,2026-04-01 22:30:00,2026-04-02 01:10:00
J1106,P07,wire_bond,V6,F1,1830.0,2010.0,5.0,180.0,180.0,2026-04-02 06:30:00,2026-04-02 09:30:00
J1106,P07,molding,V7,F1,2370.0,2520.0,8.0,150.0,150.0,2026-04-02 15:30:00,2026-04-02 18:00:00
J1106,P07,rinse,V8,F1,2550.0,2600.0,6.0,50.0,50.0,2026-04-02 18:30:00,2026-04-02 19:20:00
J1106,P07,plating,V9,F1,3510.0,3690.0,10.0,180.0,180.0,2026-04-03 10:30:00,2026-04-03 13:30:00
J1106,P07,trim_form,V10,F1,3810.0,3900.0,5.0,90.0,90.0,2026-04-03 15:30:00,2026-04-03 17:00:00
J1106,P07,electrical_test,V11,F1,3990.0,4050.0,4.0,60.0,60.0,2026-04-03 18:30:00,2026-04-03 19:30:00
J1106,P07,final_inspection,V12,F1,4053.0,4113.0,3.0,60.0,60.0,2026-04-03 19:33:00,2026-04-03 20:33:00
J1107,P07,wafer_saw,V1,F1,720.0,840.0,3.0,120.0,120.0,2026-04-01 12:00:00,2026-04-01 14:00:00
J1107,P07,die_attach,V3,F1,1830.0,1990.0,5.0,160.0,160.0,2026-04-02 06:30:00,2026-04-02 09:10:00
J1107,P07,wire_bond,V5,F1,2070.0,2250.0,5.0,180.0,180.0,2026-04-02 10:30:00,2026-04-02 13:30:00
J1107,P07,molding,V7,F1,2550.0,2700.0,8.0,150.0,150.0,2026-04-02 18:30:00,2026-04-02 21:00:00
J1107,P07,rinse,V8,F1,2706.0,2756.0,6.0,50.0,50.0,2026-04-02 21:06:00,2026-04-02 21:56:00
J1107,P07,plating,V9,F1,3990.0,4170.0,10.0,180.0,180.0,2026-04-03 18:30:00,2026-04-03 21:30:00
J1107,P07,trim_form,V10,F1,4230.0,4320.0,5.0,90.0,90.0,2026-04-03 22:30:00,2026-04-04 00:00:00
J1107,P07,electrical_test,V11,F1,4324.0,4384.0,4.0,60.0,60.0,2026-04-04 00:04:00,2026-04-04 01:04:00
J1107,P07,final_inspection,V12,F1,4387.0,4447.0,3.0,60.0,60.0,2026-04-04 01:07:00,2026-04-04 02:07:00
J1108,P07,wafer_saw,V2,F1,753.0,873.0,3.0,120.0,120.0,2026-04-01 12:33:00,2026-04-01 14:33:00
J1108,P07,die_attach,V4,F1,1830.0,1990.0,5.0,160.0,160.0,2026-04-02 06:30:00,2026-04-02 09:10:00
J1108,P07,wire_bond,V6,F1,2070.0,2250.0,5.0,180.0,180.0,2026-04-02 10:30:00,2026-04-02 13:30:00
J1108,P07,molding,V7,F1,2790.0,2940.0,8.0,150.0,150.0,2026-04-02 22:30:00,2026-04-03 01:00:00
J1108,P07,rinse,V8,F1,2946.0,2996.0,6.0,50.0,50.0,2026-04-03 01:06:00,2026-04-03 01:56:00
J1108,P07,plating,V9,F1,4230.0,4410.0,10.0,180.0,180.0,2026-04-03 22:30:00,2026-04-04 01:30:00
J1108,P07,trim_form,V10,F1,4530.0,4620.0,5.0,90.0,90.0,2026-04-04 03:30:00,2026-04-04 05:00:00
J1108,P07,electrical_test,V11,F1,4710.0,4770.0,4.0,60.0,60.0,2026-04-04 06:30:00,2026-04-04 07:30:00
J1108,P07,final_inspection,V12,F1,4773.0,4833.0,3.0,60.0,60.0,2026-04-04 07:33:00,2026-04-04 08:33:00
J1109,P07,wafer_saw,V1,F1,930.0,1050.0,3.0,120.0,120.0,2026-04-01 15:30:00,2026-04-01 17:30:00
J1109,P07,die_attach,V3,F1,2070.0,2230.0,5.0,160.0,160.0,2026-04-02 10:30:00,2026-04-02 13:10:00
J1109,P07,wire_bond,V5,F1,2550.0,2730.0,5.0,180.0,180.0,2026-04-02 18:30:00,2026-04-02 21:30:00
J1109,P07,molding,V7,F1,3090.0,3240.0,8.0,150.0,150.0,2026-04-03 03:30:00,2026-04-03 06:00:00
J1109,P07,rinse,V8,F1,3270.0,3320.0,6.0,50.0,50.0,2026-04-03 06:30:00,2026-04-03 07:20:00
J1109,P07,plating,V9,F1,4710.0,4890.0,10.0,180.0,180.0,2026-04-04 06:30:00,2026-04-04 09:30:00
J1109,P07,trim_form,V10,F1,4950.0,5040.0,5.0,90.0,90.0,2026-04-04 10:30:00,2026-04-04 12:00:00
J1109,P07,electrical_test,V11,F1,5044.0,5104.0,4.0,60.0,60.0,2026-04-04 12:04:00,2026-04-04 13:04:00
J1109,P07,final_inspection,V12,F1,5107.0,5167.0,3.0,60.0,60.0,2026-04-04 13:07:00,2026-04-04 14:07:00
J1110,P07,wafer_saw,V2,F1,930.0,1050.0,3.0,120.0,120.0,2026-04-01 15:30:00,2026-04-01 17:30:00
J1110,P07,die_attach,V4,F1,2070.0,2230.0,5.0,160.0,160.0,2026-04-02 10:30:00,2026-04-02 13:10:00
J1110,P07,wire_bond,V6,F1,2550.0,2730.0,5.0,180.0,180.0,2026-04-02 18:30:00,2026-04-02 21:30:00
J1110,P07,molding,V7,F1,3270.0,3420.0,8.0,150.0,150.0,2026-04-03 06:30:00,2026-04-03 09:00:00
J1110,P07,rinse,V8,F1,3426.0,3476.0,6.0,50.0,50.0,2026-04-03 09:06:00,2026-04-03 09:56:00
J1110,P07,plating,V9,F1,4950.0,5130.0,10.0,180.0,180.0,2026-04-04 10:30:00,2026-04-04 13:30:00
J1110,P07,trim_form,V10,F1,5250.0,5340.0,5.0,90.0,90.0,2026-04-04 15:30:00,2026-04-04 17:00:00
J1110,P07,electrical_test,V11,F1,5430.0,5490.0,4.0,60.0,60.0,2026-04-04 18:30:00,2026-04-04 19:30:00
J1110,P07,final_inspection,V12,F1,5493.0,5553.0,3.0,60.0,60.0,2026-04-04 19:33:00,2026-04-04 20:33:00
J1111,P07,wafer_saw,V1,F1,1110.0,1230.0,3.0,120.0,120.0,2026-04-01 18:30:00,2026-04-01 20:30:00
J1111,P07,die_attach,V3,F1,2550.0,2710.0,5.0,160.0,160.0,2026-04-02 18:30:00,2026-04-02 21:10:00
J1111,P07,wire_bond,V5,F1,2790.0,2970.0,5.0,180.0,180.0,2026-04-02 22:30:00,2026-04-03 01:30:00
J1111,P07,molding,V7,F1,3510.0,3660.0,8.0,150.0,150.0,2026-04-03 10:30:00,2026-04-03 13:00:00
J1111,P07,rinse,V8,F1,3666.0,3716.0,6.0,50.0,50.0,2026-04-03 13:06:00,2026-04-03 13:56:00
J1111,P07,plating,V9,F1,5430.0,5610.0,10.0,180.0,180.0,2026-04-04 18:30:00,2026-04-04 21:30:00
J1111,P07,trim_form,V10,F1,5670.0,5760.0,5.0,90.0,90.0,2026-04-04 22:30:00,2026-04-05 00:00:00
J1111,P07,electrical_test,V11,F1,5764.0,5824.0,4.0,60.0,60.0,2026-04-05 00:04:00,2026-04-05 01:04:00
J1111,P07,final_inspection,V12,F1,5827.0,5887.0,3.0,60.0,60.0,2026-04-05 01:07:00,2026-04-05 02:07:00
J1112,P07,wafer_saw,V2,F1,1110.0,1230.0,3.0,120.0,120.0,2026-04-01 18:30:00,2026-04-01 20:30:00
J1112,P07,die_attach,V4,F1,2550.0,2710.0,5.0,160.0,160.0,2026-04-02 18:30:00,2026-04-02 21:10:00
J1112,P07,wire_bond,V6,F1,2790.0,2970.0,5.0,180.0,180.0,2026-04-02 22:30:00,2026-04-03 01:30:00
J1112,P07,molding,V7,F1,3810.0,3960.0,8.0,150.0,150.0,2026-04-03 15:30:00,2026-04-03 18:00:00
J1112,P07,rinse,V8,F1,3990.0,4040.0,6.0,50.0,50.0,2026-04-03 18:30:00,2026-04-03 19:20:00
J1112,P07,plating,V9,F1,5670.0,5850.0,10.0,180.0,180.0,2026-04-04 22:30:00,2026-04-05 01:30:00
J1112,P07,trim_form,V10,F1,5970.0,6060.0,5.0,90.0,90.0,2026-04-05 03:30:00,2026-04-05 05:00:00
J1112,P07,electrical_test,V11,F1,6150.0,6210.0,4.0,60.0,60.0,2026-04-05 06:30:00,2026-04-05 07:30:00
J1112,P07,final_inspection,V12,F1,6213.0,6273.0,3.0,60.0,60.0,2026-04-05 07:33:00,2026-04-05 08:33:00
J1113,P07,wafer_saw,V1,F1,1350.0,1470.0,3.0,120.0,120.0,2026-04-01 22:30:00,2026-04-02 00:30:00
J1113,P07,die_attach,V3,F1,2790.0,2950.0,5.0,160.0,160.0,2026-04-02 22:30:00,2026-04-03 01:10:00
J1113,P07,wire_bond,V5,F1,3270.0,3450.0,5.0,180.0,180.0,2026-04-03 06:30:00,2026-04-03 09:30:00
J1113,P07,molding,V7,F1,3990.0,4140.0,8.0,150.0,150.0,2026-04-03 18:30:00,2026-04-03 21:00:00
J1113,P07,rinse,V8,F1,4146.0,4196.0,6.0,50.0,50.0,2026-04-03 21:06:00,2026-04-03 21:56:00
J1113,P07,plating,V9,F1,6150.0,6330.0,10.0,180.0,180.0,2026-04-05 06:30:00,2026-04-05 09:30:00
J1113,P07,trim_form,V10,F1,6390.0,6480.0,5.0,90.0,90.0,2026-04-05 10:30:00,2026-04-05 12:00:00
J1113,P07,electrical_test,V11,F1,6484.0,6544.0,4.0,60.0,60.0,2026-04-05 12:04:00,2026-04-05 13:04:00
J1113,P07,final_inspection,V12,F1,6547.0,6607.0,3.0,60.0,60.0,2026-04-05 13:07:00,2026-04-05 14:07:00
J1114,P07,wafer_saw,V2,F1,1350.0,1470.0,3.0,120.0,120.0,2026-04-01 22:30:00,2026-04-02 00:30:00
J1114,P07,die_attach,V4,F1,2790.0,2950.0,5.0,160.0,160.0,2026-04-02 22:30:00,2026-04-03 01:10:00
J1114,P07,wire_bond,V6,F1,3270.0,3450.0,5.0,180.0,180.0,2026-04-03 06:30:00,2026-04-03 09:30:00
J1114,P07,molding,V7,F1,4230.0,4380.0,8.0,150.0,150.0,2026-04-03 22:30:00,2026-04-04 01:00:00
J1114,P07,rinse,V8,F1,4386.0,4436.0,6.0,50.0,50.0,2026-04-04 01:06:00,2026-04-04 01:56:00
J1114,P07,plating,V9,F1,6390.0,6570.0,10.0,180.0,180.0,2026-04-05 10:30:00,2026-04-05 13:30:00
J1114,P07,trim_form,V10,F1,6690.0,6780.0,5.0,90.0,90.0,2026-04-05 15:30:00,2026-04-05 17:00:00
J1114,P07,electrical_test,V11,F1,6870.0,6930.0,4.0,60.0,60.0,2026-04-05 18:30:00,2026-04-05 19:30:00
J1114,P07,final_inspection,V12,F1,6933.0,6993.0,3.0,60.0,60.0,2026-04-05 19:33:00,2026-04-05 20:33:00
J1033,P03,wafer_saw,V1,F1,1480.0,1600.0,10.0,120.0,120.0,2026-04-02 00:40:00,2026-04-02 02:40:00
J1033,P03,die_attach,V3,F1,3270.0,3430.0,15.0,160.0,160.0,2026-04-03 06:30:00,2026-04-03 09:10:00
J1033,P03,wire_bond,V5,F1,3510.0,3690.0,15.0,180.0,180.0,2026-04-03 10:30:00,2026-04-03 13:30:00
J1033,P03,molding,V7,F1,4530.0,4680.0,20.0,150.0,150.0,2026-04-04 03:30:00,2026-04-04 06:00:00
J1033,P03,rinse,V8,F1,4710.0,4760.0,15.0,50.0,50.0,2026-04-04 06:30:00,2026-04-04 07:20:00
J1033,P03,trim_form,V10,F1,6870.0,6960.0,15.0,90.0,90.0,2026-04-05 18:30:00,2026-04-05 20:00:00
J1033,P03,electrical_test,V11,F1,6972.0,7032.0,12.0,60.0,60.0,2026-04-05 20:12:00,2026-04-05 21:12:00
J1033,P03,final_inspection,V12,F1,7110.0,7170.0,10.0,60.0,60.0,2026-04-05 22:30:00,2026-04-05 23:30:00
J1034,P03,wafer_saw,V2,F1,1480.0,1600.0,10.0,120.0,120.0,2026-04-02 00:40:00,2026-04-02 02:40:00
J1034,P03,die_attach,V4,F1,3270.0,3430.0,15.0,160.0,160.0,2026-04-03 06:30:00,2026-04-03 09:10:00
J1034,P03,wire_bond,V6,F1,3510.0,3690.0,15.0,180.0,180.0,2026-04-03 10:30:00,2026-04-03 13:30:00
J1034,P03,molding,V7,F1,4710.0,4860.0,8.0,150.0,150.0,2026-04-04 06:30:00,2026-04-04 09:00:00
J1034,P03,rinse,V8,F1,4866.0,4916.0,6.0,50.0,50.0,2026-04-04 09:06:00,2026-04-04 09:56:00
J1034,P03,trim_form,V10,F1,6965.0,7055.0,5.0,90.0,90.0,2026-04-05 20:05:00,2026-04-05 21:35:00
J1034,P03,electrical_test,V11,F1,7110.0,7170.0,4.0,60.0,60.0,2026-04-05 22:30:00,2026-04-05 23:30:00
J1034,P03,final_inspection,V12,F1,7173.0,7233.0,3.0,60.0,60.0,2026-04-05 23:33:00,2026-04-06 00:33:00
J1035,P03,wafer_saw,V1,F1,1650.0,1770.0,3.0,120.0,120.0,2026-04-02 03:30:00,2026-04-02 05:30:00
J1035,P03,die_attach,V3,F1,3510.0,3670.0,5.0,160.0,160.0,2026-04-03 10:30:00,2026-04-03 13:10:00
J1035,P03,wire_bond,V5,F1,3990.0,4170.0,5.0,180.0,180.0,2026-04-03 18:30:00,2026-04-03 21:30:00
J1035,P03,molding,V7,F1,4950.0,5100.0,8.0,150.0,150.0,2026-04-04 10:30:00,2026-04-04 13:00:00
J1035,P03,rinse,V8,F1,5106.0,5156.0,6.0,50.0,50.0,2026-04-04 13:06:00,2026-04-04 13:56:00
J1035,P03,trim_form,V10,F1,7110.0,7200.0,5.0,90.0,90.0,2026-04-05 22:30:00,2026-04-06 00:00:00
J1035,P03,electrical_test,V11,F1,7204.0,7264.0,4.0,60.0,60.0,2026-04-06 00:04:00,2026-04-06 01:04:00
J1035,P03,final_inspection,V12,F1,7267.0,7327.0,3.0,60.0,60.0,2026-04-06 01:07:00,2026-04-06 02:07:00
J1036,P03,wafer_saw,V2,F1,1650.0,1770.0,3.0,120.0,120.0,2026-04-02 03:30:00,2026-04-02 05:30:00
J1036,P03,die_attach,V4,F1,3510.0,3670.0,5.0,160.0,160.0,2026-04-03 10:30:00,2026-04-03 13:10:00
J1036,P03,wire_bond,V6,F1,3990.0,4170.0,5.0,180.0,180.0,2026-04-03 18:30:00,2026-04-03 21:30:00
J1036,P03,molding,V7,F1,5250.0,5400.0,8.0,150.0,150.0,2026-04-04 15:30:00,2026-04-04 18:00:00
J1036,P03,rinse,V8,F1,5430.0,5480.0,6.0,50.0,50.0,2026-04-04 18:30:00,2026-04-04 19:20:00
J1036,P03,trim_form,V10,F1,7205.0,7295.0,5.0,90.0,90.0,2026-04-06 00:05:00,2026-04-06 01:35:00
J1036,P03,electrical_test,V11,F1,7299.0,7359.0,4.0,60.0,60.0,2026-04-06 01:39:00,2026-04-06 02:39:00
J1036,P03,final_inspection,V12,F1,7410.0,7470.0,3.0,60.0,60.0,2026-04-06 03:30:00,2026-04-06 04:30:00
J1037,P03,wafer_saw,V1,F1,1830.0,1950.0,3.0,120.0,120.0,2026-04-02 06:30:00,2026-04-02 08:30:00
J1037,P03,die_attach,V3,F1,3990.0,4150.0,5.0,160.0,160.0,2026-04-03 18:30:00,2026-04-03 21:10:00
J1037,P03,wire_bond,V5,F1,4230.0,4410.0,5.0,180.0,180.0,2026-04-03 22:30:00,2026-04-04 01:30:00
J1037,P03,molding,V7,F1,5430.0,5580.0,8.0,150.0,150.0,2026-04-04 18:30:00,2026-04-04 21:00:00
J1037,P03,rinse,V8,F1,5586.0,5636.0,6.0,50.0,50.0,2026-04-04 21:06:00,2026-04-04 21:56:00
J1037,P03,trim_form,V10,F1,7410.0,7500.0,5.0,90.0,90.0,2026-04-06 03:30:00,2026-04-06 05:00:00
J1037,P03,electrical_test,V11,F1,7590.0,7650.0,4.0,60.0,60.0,2026-04-06 06:30:00,2026-04-06 07:30:00
J1037,P03,final_inspection,V12,F1,7653.0,7713.0,3.0,60.0,60.0,2026-04-06 07:33:00,2026-04-06 08:33:00
J1038,P03,wafer_saw,V2,F1,1830.0,1950.0,3.0,120.0,120.0,2026-04-02 06:30:00,2026-04-02 08:30:00
J1038,P03,die_attach,V4,F1,3990.0,4150.0,5.0,160.0,160.0,2026-04-03 18:30:00,2026-04-03 21:10:00
J1038,P03,wire_bond,V6,F1,4230.0,4410.0,5.0,180.0,180.0,2026-04-03 22:30:00,2026-04-04 01:30:00
J1038,P03,molding,V7,F1,5670.0,5820.0,8.0,150.0,150.0,2026-04-04 22:30:00,2026-04-05 01:00:00
J1038,P03,rinse,V8,F1,5826.0,5876.0,6.0,50.0,50.0,2026-04-05 01:06:00,2026-04-05 01:56:00
J1038,P03,trim_form,V10,F1,7590.0,7680.0,5.0,90.0,90.0,2026-04-06 06:30:00,2026-04-06 08:00:00
J1038,P03,electrical_test,V11,F1,7684.0,7744.0,4.0,60.0,60.0,2026-04-06 08:04:00,2026-04-06 09:04:00
J1038,P03,final_inspection,V12,F1,7920.0,7980.0,3.0,60.0,60.0,2026-04-06 12:00:00,2026-04-06 13:00:00
J1039,P03,wafer_saw,V1,F1,2070.0,2190.0,3.0,120.0,120.0,2026-04-02 10:30:00,2026-04-02 12:30:00
J1039,P03,die_attach,V3,F1,4230.0,4390.0,5.0,160.0,160.0,2026-04-03 22:30:00,2026-04-04 01:10:00
J1039,P03,wire_bond,V5,F1,4710.0,4890.0,5.0,180.0,180.0,2026-04-04 06:30:00,2026-04-04 09:30:00
J1039,P03,molding,V7,F1,5970.0,6120.0,8.0,150.0,150.0,2026-04-05 03:30:00,2026-04-05 06:00:00
J1039,P03,rinse,V8,F1,6150.0,6200.0,6.0,50.0,50.0,2026-04-05 06:30:00,2026-04-05 07:20:00
J1039,P03,trim_form,V10,F1,7685.0,7775.0,5.0,90.0,90.0,2026-04-06 08:05:00,2026-04-06 09:35:00
J1039,P03,electrical_test,V11,F1,7830.0,7890.0,4.0,60.0,60.0,2026-04-06 10:30:00,2026-04-06 11:30:00
J1039,P03,final_inspection,V12,F1,7983.0,8043.0,3.0,60.0,60.0,2026-04-06 13:03:00,2026-04-06 14:03:00
J1040,P03,wafer_saw,V2,F1,2070.0,2190.0,3.0,120.0,120.0,2026-04-02 10:30:00,2026-04-02 12:30:00
J1040,P03,die_attach,V4,F1,4230.0,4390.0,5.0,160.0,160.0,2026-04-03 22:30:00,2026-04-04 01:10:00
J1040,P03,wire_bond,V6,F1,4710.0,4890.0,5.0,180.0,180.0,2026-04-04 06:30:00,2026-04-04 09:30:00
J1040,P03,molding,V7,F1,6150.0,6300.0,8.0,150.0,150.0,2026-04-05 06:30:00,2026-04-05 09:00:00
J1040,P03,rinse,V8,F1,6306.0,6356.0,6.0,50.0,50.0,2026-04-05 09:06:00,2026-04-05 09:56:00
J1040,P03,trim_form,V10,F1,7920.0,8010.0,5.0,90.0,90.0,2026-04-06 12:00:00,2026-04-06 13:30:00
J1040,P03,electrical_test,V11,F1,8040.0,8100.0,4.0,60.0,60.0,2026-04-06 14:00:00,2026-04-06 15:00:00
J1040,P03,final_inspection,V12,F1,8130.0,8190.0,3.0,60.0,60.0,2026-04-06 15:30:00,2026-04-06 16:30:00
J1041,P03,wafer_saw,V1,F1,2193.0,2313.0,3.0,120.0,120.0,2026-04-02 12:33:00,2026-04-02 14:33:00
J1041,P03,die_attach,V3,F1,4710.0,4870.0,5.0,160.0,160.0,2026-04-04 06:30:00,2026-04-04 09:10:00
J1041,P03,wire_bond,V5,F1,4950.0,5130.0,5.0,180.0,180.0,2026-04-04 10:30:00,2026-04-04 13:30:00
J1041,P03,molding,V7,F1,6390.0,6540.0,8.0,150.0,150.0,2026-04-05 10:30:00,2026-04-05 13:00:00
J1041,P03,rinse,V8,F1,6546.0,6596.0,6.0,50.0,50.0,2026-04-05 13:06:00,2026-04-05 13:56:00
J1041,P03,trim_form,V10,F1,8130.0,8220.0,5.0,90.0,90.0,2026-04-06 15:30:00,2026-04-06 17:00:00
J1041,P03,electrical_test,V11,F1,8310.0,8370.0,4.0,60.0,60.0,2026-04-06 18:30:00,2026-04-06 19:30:00
J1041,P03,final_inspection,V12,F1,8373.0,8433.0,3.0,60.0,60.0,2026-04-06 19:33:00,2026-04-06 20:33:00
J1042,P03,wafer_saw,V2,F1,2193.0,2313.0,3.0,120.0,120.0,2026-04-02 12:33:00,2026-04-02 14:33:00
J1042,P03,die_attach,V4,F1,4710.0,4870.0,5.0,160.0,160.0,2026-04-04 06:30:00,2026-04-04 09:10:00
J1042,P03,wire_bond,V6,F1,4950.0,5130.0,5.0,180.0,180.0,2026-04-04 10:30:00,2026-04-04 13:30:00
