job_id,product_id,process_name,assigned_factory,candidate_line,candidate_factory,raw_start,duration,start_after_push,end_after_push,delta
J1103,P07,rinse,F1,V8,F1,1806.0,50.0,1830.0,1880.0,50.0
J1103,P07,plating,F1,V9,F1,2260.0,180.0,2550.0,2730.0,180.0
J1103,P07,trim_form,F1,V10,F1,2735.0,90.0,2790.0,2880.0,90.0
J1103,P07,electrical_test,F1,V11,F1,2884.0,60.0,2884.0,2944.0,60.0
J1103,P07,final_inspection,F1,V12,F1,2947.0,60.0,2947.0,3007.0,60.0
J1104,P07,wafer_saw,F1,V1,F1,333.0,120.0,390.0,510.0,120.0
J1104,P07,wafer_saw,F1,V2,F1,333.0,120.0,390.0,510.0,120.0
J1104,P07,die_attach,F1,V3,F1,1275.0,160.0,1350.0,1510.0,160.0
J1104,P07,die_attach,F1,V4,F1,795.0,160.0,1110.0,1270.0,160.0
J1104,P07,wire_bond,F1,V5,F1,1535.0,180.0,1830.0,2010.0,180.0
J1104,P07,wire_bond,F1,V6,F1,1275.0,180.0,1350.0,1530.0,180.0
J1104,P07,molding,F1,V7,F1,1808.0,150.0,1830.0,1980.0,150.0
J1104,P07,rinse,F1,V8,F1,1986.0,50.0,1986.0,2036.0,50.0
J1104,P07,plating,F1,V9,F1,2740.0,180.0,2790.0,2970.0,180.0
J1104,P07,trim_form,F1,V10,F1,2975.0,90.0,3090.0,3180.0,90.0
J1104,P07,electrical_test,F1,V11,F1,3184.0,60.0,3270.0,3330.0,60.0
J1104,P07,final_inspection,F1,V12,F1,3333.0,60.0,3333.0,3393.0,60.0
J1105,P07,wafer_saw,F1,V1,F1,513.0,120.0,720.0,840.0,120.0
J1105,P07,wafer_saw,F1,V2,F1,333.0,120.0,390.0,510.0,120.0
J1105,P07,die_attach,F1,V3,F1,1275.0,160.0,1350.0,1510.0,160.0
J1105,P07,die_attach,F1,V4,F1,1275.0,160.0,1350.0,1510.0,160.0
J1105,P07,wire_bond,F1,V5,F1,1535.0,180.0,1830.0,2010.0,180.0
J1105,P07,wire_bond,F1,V6,F1,1535.0,180.0,1830.0,2010.0,180.0
J1105,P07,molding,F1,V7,F1,2018.0,150.0,2070.0,2220.0,150.0
J1105,P07,rinse,F1,V8,F1,2226.0,50.0,2226.0,2276.0,50.0
J1105,P07,plating,F1,V9,F1,2980.0,180.0,3270.0,3450.0,180.0
J1105,P07,trim_form,F1,V10,F1,3455.0,90.0,3510.0,3600.0,90.0
J1105,P07,electrical_test,F1,V11,F1,3604.0,60.0,3604.0,3664.0,60.0
J1105,P07,final_inspection,F1,V12,F1,3667.0,60.0,3667.0,3727.0,60.0
J1106,P07,wafer_saw,F1,V1,F1,513.0,120.0,720.0,840.0,120.0
J1106,P07,wafer_saw,F1,V2,F1,513.0,120.0,630.0,750.0,120.0
J1106,P07,die_attach,F1,V3,F1,1515.0,160.0,1830.0,1990.0,160.0
J1106,P07,die_attach,F1,V4,F1,1275.0,160.0,1350.0,1510.0,160.0
J1106,P07,wire_bond,F1,V5,F1,2015.0,180.0,2070.0,2250.0,180.0
J1106,P07,wire_bond,F1,V6,F1,1535.0,180.0,1830.0,2010.0,180.0
J1106,P07,molding,F1,V7,F1,2228.0,150.0,2370.0,2520.0,150.0
J1106,P07,rinse,F1,V8,F1,2526.0,50.0,2550.0,2600.0,50.0
J1106,P07,plating,F1,V9,F1,3460.0,180.0,3510.0,3690.0,180.0
J1106,P07,trim_form,F1,V10,F1,3695.0,90.0,3810.0,3900.0,90.0
J1106,P07,electrical_test,F1,V11,F1,3904.0,60.0,3990.0,4050.0,60.0
J1106,P07,final_inspection,F1,V12,F1,4053.0,60.0,4053.0,4113.0,60.0
J1107,P07,wafer_saw,F1,V1,F1,513.0,120.0,720.0,840.0,120.0
J1107,P07,wafer_saw,F1,V2,F1,753.0,120.0,753.0,873.0,120.0
J1107,P07,die_attach,F1,V3,F1,1515.0,160.0,1830.0,1990.0,160.0
J1107,P07,die_attach,F1,V4,F1,1515.0,160.0,1830.0,1990.0,160.0
J1107,P07,wire_bond,F1,V5,F1,2015.0,180.0,2070.0,2250.0,180.0
J1107,P07,wire_bond,F1,V6,F1,2015.0,180.0,2070.0,2250.0,180.0
J1107,P07,molding,F1,V7,F1,2528.0,150.0,2550.0,2700.0,150.0
J1107,P07,rinse,F1,V8,F1,2706.0,50.0,2706.0,2756.0,50.0
J1107,P07,plating,F1,V9,F1,3700.0,180.0,3990.0,4170.0,180.0
J1107,P07,trim_form,F1,V10,F1,4175.0,90.0,4230.0,4320.0,90.0
J1107,P07,electrical_test,F1,V11,F1,4324.0,60.0,4324.0,4384.0,60.0
J1107,P07,final_inspection,F1,V12,F1,4387.0,60.0,4387.0,4447.0,60.0
J1108,P07,wafer_saw,F1,V1,F1,843.0,120.0,930.0,1050.0,120.0
J1108,P07,wafer_saw,F1,V2,F1,753.0,120.0,753.0,873.0,120.0
J1108,P07,die_attach,F1,V3,F1,1995.0,160.0,2070.0,2230.0,160.0
J1108,P07,die_attach,F1,V4,F1,1515.0,160.0,1830.0,1990.0,160.0
J1108,P07,wire_bond,F1,V5,F1,2255.0,180.0,2550.0,2730.0,180.0
J1108,P07,wire_bond,F1,V6,F1,2015.0,180.0,2070.0,2250.0,180.0
J1108,P07,molding,F1,V7,F1,2708.0,150.0,2790.0,2940.0,150.0
J1108,P07,rinse,F1,V8,F1,2946.0,50.0,2946.0,2996.0,50.0
J1108,P07,plating,F1,V9,F1,4180.0,180.0,4230.0,4410.0,180.0
J1108,P07,trim_form,F1,V10,F1,4415.0,90.0,4530.0,4620.0,90.0
J1108,P07,electrical_test,F1,V11,F1,4624.0,60.0,4710.0,4770.0,60.0
J1108,P07,final_inspection,F1,V12,F1,4773.0,60.0,4773.0,4833.0,60.0
J1109,P07,wafer_saw,F1,V1,F1,843.0,120.0,930.0,1050.0,120.0
J1109,P07,wafer_saw,F1,V2,F1,876.0,120.0,930.0,1050.0,120.0
J1109,P07,die_attach,F1,V3,F1,1995.0,160.0,2070.0,2230.0,160.0
J1109,P07,die_attach,F1,V4,F1,1995.0,160.0,2070.0,2230.0,160.0
J1109,P07,wire_bond,F1,V5,F1,2255.0,180.0,2550.0,2730.0,180.0
J1109,P07,wire_bond,F1,V6,F1,2255.0,180.0,2550.0,2730.0,180.0
J1109,P07,molding,F1,V7,F1,2948.0,150.0,3090.0,3240.0,150.0
J1109,P07,rinse,F1,V8,F1,3246.0,50.0,3270.0,3320.0,50.0
J1109,P07,plating,F1,V9,F1,4420.0,180.0,4710.0,4890.0,180.0
J1109,P07,trim_form,F1,V10,F1,4895.0,90.0,4950.0,5040.0,90.0
J1109,P07,electrical_test,F1,V11,F1,5044.0,60.0,5044.0,5104.0,60.0
J1109,P07,final_inspection,F1,V12,F1,5107.0,60.0,5107.0,5167.0,60.0
J1110,P07,wafer_saw,F1,V1,F1,1053.0,120.0,1110.0,1230.0,120.0
J1110,P07,wafer_saw,F1,V2,F1,876.0,120.0,930.0,1050.0,120.0
J1110,P07,die_attach,F1,V3,F1,2235.0,160.0,2550.0,2710.0,160.0
J1110,P07,die_attach,F1,V4,F1,1995.0,160.0,2070.0,2230.0,160.0
J1110,P07,wire_bond,F1,V5,F1,2735.0,180.0,2790.0,2970.0,180.0
J1110,P07,wire_bond,F1,V6,F1,2255.0,180.0,2550.0,2730.0,180.0
J1110,P07,molding,F1,V7,F1,3248.0,150.0,3270.0,3420.0,150.0
J1110,P07,rinse,F1,V8,F1,3426.0,50.0,3426.0,3476.0,50.0
J1110,P07,plating,F1,V9,F1,4900.0,180.0,4950.0,5130.0,180.0
J1110,P07,trim_form,F1,V10,F1,5135.0,90.0,5250.0,5340.0,90.0
J1110,P07,electrical_test,F1,V11,F1,5344.0,60.0,5430.0,5490.0,60.0
J1110,P07,final_inspection,F1,V12,F1,5493.0,60.0,5493.0,5553.0,60.0
J1111,P07,wafer_saw,F1,V1,F1,1053.0,120.0,1110.0,1230.0,120.0
J1111,P07,wafer_saw,F1,V2,F1,1053.0,120.0,1110.0,1230.0,120.0
J1111,P07,die_attach,F1,V3,F1,2235.0,160.0,2550.0,2710.0,160.0
J1111,P07,die_attach,F1,V4,F1,2235.0,160.0,2550.0,2710.0,160.0
J1111,P07,wire_bond,F1,V5,F1,2735.0,180.0,2790.0,2970.0,180.0
J1111,P07,wire_bond,F1,V6,F1,2735.0,180.0,2790.0,2970.0,180.0
J1111,P07,molding,F1,V7,F1,3428.0,150.0,3510.0,3660.0,150.0
J1111,P07,rinse,F1,V8,F1,3666.0,50.0,3666.0,3716.0,50.0
J1111,P07,plating,F1,V9,F1,5140.0,180.0,5430.0,5610.0,180.0
J1111,P07,trim_form,F1,V10,F1,5615.0,90.0,5670.0,5760.0,90.0
J1111,P07,electrical_test,F1,V11,F1,5764.0,60.0,5764.0,5824.0,60.0
J1111,P07,final_inspection,F1,V12,F1,5827.0,60.0,5827.0,5887.0,60.0
J1112,P07,wafer_saw,F1,V1,F1,1233.0,120.0,1350.0,1470.0,120.0
J1112,P07,wafer_saw,F1,V2,F1,1053.0,120.0,1110.0,1230.0,120.0
J1112,P07,die_attach,F1,V3,F1,2715.0,160.0,2790.0,2950.0,160.0
J1112,P07,die_attach,F1,V4,F1,2235.0,160.0,2550.0,2710.0,160.0
J1112,P07,wire_bond,F1,V5,F1,2975.0,180.0,3270.0,3450.0,180.0
J1112,P07,wire_bond,F1,V6,F1,2735.0,180.0,2790.0,2970.0,180.0
J1112,P07,molding,F1,V7,F1,3668.0,150.0,3810.0,3960.0,150.0
J1112,P07,rinse,F1,V8,F1,3966.0,50.0,3990.0,4040.0,50.0
J1112,P07,plating,F1,V9,F1,5620.0,180.0,5670.0,5850.0,180.0
J1112,P07,trim_form,F1,V10,F1,5855.0,90.0,5970.0,6060.0,90.0
J1112,P07,electrical_test,F1,V11,F1,6064.0,60.0,6150.0,6210.0,60.0
J1112,P07,final_inspection,F1,V12,F1,6213.0,60.0,6213.0,6273.0,60.0
J1113,P07,wafer_saw,F1,V1,F1,1233.0,120.0,1350.0,1470.0,120.0
J1113,P07,wafer_saw,F1,V2,F1,1233.0,120.0,1350.0,1470.0,120.0
J1113,P07,die_attach,F1,V3,F1,2715.0,160.0,2790.0,2950.0,160.0
J1113,P07,die_attach,F1,V4,F1,2715.0,160.0,2790.0,2950.0,160.0
J1113,P07,wire_bond,F1,V5,F1,2975.0,180.0,3270.0,3450.0,180.0
J1113,P07,wire_bond,F1,V6,F1,2975.0,180.0,3270.0,3450.0,180.0
J1113,P07,molding,F1,V7,F1,3968.0,150.0,3990.0,4140.0,150.0
J1113,P07,rinse,F1,V8,F1,4146.0,50.0,4146.0,4196.0,50.0
J1113,P07,plating,F1,V9,F1,5860.0,180.0,6150.0,6330.0,180.0
J1113,P07,trim_form,F1,V10,F1,6335.0,90.0,6390.0,6480.0,90.0
J1113,P07,electrical_test,F1,V11,F1,6484.0,60.0,6484.0,6544.0,60.0
J1113,P07,final_inspection,F1,V12,F1,6547.0,60.0,6547.0,6607.0,60.0
J1114,P07,wafer_saw,F1,V1,F1,1473.0,120.0,1473.0,1593.0,120.0
J1114,P07,wafer_saw,F1,V2,F1,1233.0,120.0,1350.0,1470.0,120.0
J1114,P07,die_attach,F1,V3,F1,2955.0,160.0,3270.0,3430.0,160.0
J1114,P07,die_attach,F1,V4,F1,2715.0,160.0,2790.0,2950.0,160.0
J1114,P07,wire_bond,F1,V5,F1,3455.0,180.0,3510.0,3690.0,180.0
J1114,P07,wire_bond,F1,V6,F1,2975.0,180.0,3270.0,3450.0,180.0
J1114,P07,molding,F1,V7,F1,4148.0,150.0,4230.0,4380.0,150.0
J1114,P07,rinse,F1,V8,F1,4386.0,50.0,4386.0,4436.0,50.0
J1114,P07,plating,F1,V9,F1,6340.0,180.0,6390.0,6570.0,180.0
J1114,P07,trim_form,F1,V10,F1,6575.0,90.0,6690.0,6780.0,90.0
J1114,P07,electrical_test,F1,V11,F1,6784.0,60.0,6870.0,6930.0,60.0
J1114,P07,final_inspection,F1,V12,F1,6933.0,60.0,6933.0,6993.0,60.0
J1033,P03,wafer_saw,F1,V1,F1,1480.0,120.0,1480.0,1600.0,120.0
J1033,P03,wafer_saw,F1,V2,F1,1480.0,120.0,1480.0,1600.0,120.0
J1033,P03,die_attach,F1,V3,F1,2965.0,160.0,3270.0,3430.0,160.0
J1033,P03,die_attach,F1,V4,F1,2965.0,160.0,3270.0,3430.0,160.0
J1033,P03,wire_bond,F1,V5,F1,3465.0,180.0,3510.0,3690.0,180.0
J1033,P03,wire_bond,F1,V6,F1,3465.0,180.0,3510.0,3690.0,180.0
J1033,P03,molding,F1,V7,F1,4400.0,150.0,4530.0,4680.0,150.0
J1033,P03,rinse,F1,V8,F1,4695.0,50.0,4710.0,4760.0,50.0
J1033,P03,trim_form,F1,V10,F1,6795.0,90.0,6870.0,6960.0,90.0
J1033,P03,electrical_test,F1,V11,F1,6972.0,60.0,6972.0,7032.0,60.0
J1033,P03,final_inspection,F1,V12,F1,7042.0,60.0,7110.0,7170.0,60.0
J1034,P03,wafer_saw,F1,V1,F1,1603.0,120.0,1650.0,1770.0,120.0
J1034,P03,wafer_saw,F1,V2,F1,1480.0,120.0,1480.0,1600.0,120.0
J1034,P03,die_attach,F1,V3,F1,3435.0,160.0,3510.0,3670.0,160.0
J1034,P03,die_attach,F1,V4,F1,2965.0,160.0,3270.0,3430.0,160.0
J1034,P03,wire_bond,F1,V5,F1,3695.0,180.0,3990.0,4170.0,180.0
J1034,P03,wire_bond,F1,V6,F1,3465.0,180.0,3510.0,3690.0,180.0
J1034,P03,molding,F1,V7,F1,4688.0,150.0,4710.0,4860.0,150.0
J1034,P03,rinse,F1,V8,F1,4866.0,50.0,4866.0,4916.0,50.0
J1034,P03,trim_form,F1,V10,F1,6965.0,90.0,6965.0,7055.0,90.0
J1034,P03,electrical_test,F1,V11,F1,7059.0,60.0,7110.0,7170.0,60.0
J1034,P03,final_inspection,F1,V12,F1,7173.0,60.0,7173.0,7233.0,60.0
J1035,P03,wafer_saw,F1,V1,F1,1603.0,120.0,1650.0,1770.0,120.0
J1035,P03,wafer_saw,F1,V2,F1,1603.0,120.0,1650.0,1770.0,120.0
J1035,P03,die_attach,F1,V3,F1,3435.0,160.0,3510.0,3670.0,160.0
J1035,P03,die_attach,F1,V4,F1,3435.0,160.0,3510.0,3670.0,160.0
J1035,P03,wire_bond,F1,V5,F1,3695.0,180.0,3990.0,4170.0,180.0
J1035,P03,wire_bond,F1,V6,F1,3695.0,180.0,3990.0,4170.0,180.0
J1035,P03,molding,F1,V7,F1,4868.0,150.0,4950.0,5100.0,150.0
J1035,P03,rinse,F1,V8,F1,5106.0,50.0,5106.0,5156.0,50.0
J1035,P03,trim_form,F1,V10,F1,7060.0,90.0,7110.0,7200.0,90.0
J1035,P03,electrical_test,F1,V11,F1,7204.0,60.0,7204.0,7264.0,60.0
J1035,P03,final_inspection,F1,V12,F1,7267.0,60.0,7267.0,7327.0,60.0
J1036,P03,wafer_saw,F1,V1,F1,1773.0,120.0,1830.0,1950.0,120.0
J1036,P03,wafer_saw,F1,V2,F1,1603.0,120.0,1650.0,1770.0,120.0
J1036,P03,die_attach,F1,V3,F1,3675.0,160.0,3990.0,4150.0,160.0
J1036,P03,die_attach,F1,V4,F1,3435.0,160.0,3510.0,3670.0,160.0
J1036,P03,wire_bond,F1,V5,F1,4175.0,180.0,4230.0,4410.0,180.0
J1036,P03,wire_bond,F1,V6,F1,3695.0,180.0,3990.0,4170.0,180.0
J1036,P03,molding,F1,V7,F1,5108.0,150.0,5250.0,5400.0,150.0
J1036,P03,rinse,F1,V8,F1,5406.0,50.0,5430.0,5480.0,50.0
J1036,P03,trim_form,F1,V10,F1,7205.0,90.0,7205.0,7295.0,90.0
J1036,P03,electrical_test,F1,V11,F1,7299.0,60.0,7299.0,7359.0,60.0
J1036,P03,final_inspection,F1,V12,F1,7362.0,60.0,7410.0,7470.0,60.0
J1037,P03,wafer_saw,F1,V1,F1,1773.0,120.0,1830.0,1950.0,120.0
J1037,P03,wafer_saw,F1,V2,F1,1773.0,120.0,1830.0,1950.0,120.0
J1037,P03,die_attach,F1,V3,F1,3675.0,160.0,3990.0,4150.0,160.0
J1037,P03,die_attach,F1,V4,F1,3675.0,160.0,3990.0,4150.0,160.0
J1037,P03,wire_bond,F1,V5,F1,4175.0,180.0,4230.0,4410.0,180.0
J1037,P03,wire_bond,F1,V6,F1,4175.0,180.0,4230.0,4410.0,180.0
J1037,P03,molding,F1,V7,F1,5408.0,150.0,5430.0,5580.0,150.0
J1037,P03,rinse,F1,V8,F1,5586.0,50.0,5586.0,5636.0,50.0
J1037,P03,trim_form,F1,V10,F1,7300.0,90.0,7410.0,7500.0,90.0
J1037,P03,electrical_test,F1,V11,F1,7504.0,60.0,7590.0,7650.0,60.0
J1037,P03,final_inspection,F1,V12,F1,7653.0,60.0,7653.0,7713.0,60.0
J1038,P03,wafer_saw,F1,V1,F1,1953.0,120.0,2070.0,2190.0,120.0
J1038,P03,wafer_saw,F1,V2,F1,1773.0,120.0,1830.0,1950.0,120.0
J1038,P03,die_attach,F1,V3,F1,4155.0,160.0,4230.0,4390.0,160.0
J1038,P03,die_attach,F1,V4,F1,3675.0,160.0,3990.0,4150.0,160.0
J1038,P03,wire_bond,F1,V5,F1,4415.0,180.0,4710.0,4890.0,180.0
J1038,P03,wire_bond,F1,V6,F1,4175.0,180.0,4230.0,4410.0,180.0
J1038,P03,molding,F1,V7,F1,5588.0,150.0,5670.0,5820.0,150.0
J1038,P03,rinse,F1,V8,F1,5826.0,50.0,5826.0,5876.0,50.0
J1038,P03,trim_form,F1,V10,F1,7505.0,90.0,7590.0,7680.0,90.0
J1038,P03,electrical_test,F1,V11,F1,7684.0,60.0,7684.0,7744.0,60.0
J1038,P03,final_inspection,F1,V12,F1,7747.0,60.0,7920.0,7980.0,60.0
J1039,P03,wafer_saw,F1,V1,F1,1953.0,120.0,2070.0,2190.0,120.0
J1039,P03,wafer_saw,F1,V2,F1,1953.0,120.0,2070.0,2190.0,120.0
J1039,P03,die_attach,F1,V3,F1,4155.0,160.0,4230.0,4390.0,160.0
J1039,P03,die_attach,F1,V4,F1,4155.0,160.0,4230.0,4390.0,160.0
J1039,P03,wire_bond,F1,V5,F1,4415.0,180.0,4710.0,4890.0,180.0
J1039,P03,wire_bond,F1,V6,F1,4415.0,180.0,4710.0,4890.0,180.0
J1039,P03,molding,F1,V7,F1,5828.0,150.0,5970.0,6120.0,150.0
J1039,P03,rinse,F1,V8,F1,6126.0,50.0,6150.0,6200.0,50.0
J1039,P03,trim_form,F1,V10,F1,7685.0,90.0,7685.0,7775.0,90.0
J1039,P03,electrical_test,F1,V11,F1,7779.0,60.0,7830.0,7890.0,60.0
J1039,P03,final_inspection,F1,V12,F1,7983.0,60.0,7983.0,8043.0,60.0
J1040,P03,wafer_saw,F1,V1,F1,2193.0,120.0,2193.0,2313.0,120.0
J1040,P03,wafer_saw,F1,V2,F1,1953.0,120.0,2070.0,2190.0,120.0
J1040,P03,die_attach,F1,V3,F1,4395.0,160.0,4710.0,4870.0,160.0
J1040,P03,die_attach,F1,V4,F1,4155.0,160.0,4230.0,4390.0,160.0
J1040,P03,wire_bond,F1,V5,F1,4895.0,180.0,4950.0,5130.0,180.0
J1040,P03,wire_bond,F1,V6,F1,4415.0,180.0,4710.0,4890.0,180.0
J1040,P03,molding,F1,V7,F1,6128.0,150.0,6150.0,6300.0,150.0
J1040,P03,rinse,F1,V8,F1,6306.0,50.0,6306.0,6356.0,50.0
J1040,P03,trim_form,F1,V10,F1,7780.0,90.0,7920.0,8010.0,90.0
J1040,P03,electrical_test,F1,V11,F1,8014.0,60.0,8040.0,8100.0,60.0
J1040,P03,final_inspection,F1,V12,F1,8103.0,60.0,8130.0,8190.0,60.0
J1041,P03,wafer_saw,F1,V1,F1,2193.0,120.0,2193.0,2313.0,120.0
J1041,P03,wafer_saw,F1,V2,F1,2193.0,120.0,2193.0,2313.0,120.0
J1041,P03,die_attach,F1,V3,F1,4395.0,160.0,4710.0,4870.0,160.0
J1041,P03,die_attach,F1,V4,F1,4395.0,160.0,4710.0,4870.0,160.0
J1041,P03,wire_bond,F1,V5,F1,4895.0,180.0,4950.0,5130.0,180.0
J1041,P03,wire_bond,F1,V6,F1,4895.0,180.0,4950.0,5130.0,180.0
J1041,P03,molding,F1,V7,F1,6308.0,150.0,6390.0,6540.0,150.0
J1041,P03,rinse,F1,V8,F1,6546.0,50.0,6546.0,6596.0,50.0
J1041,P03,trim_form,F1,V10,F1,8015.0,90.0,8130.0,8220.0,90.0
J1041,P03,electrical_test,F1,V11,F1,8224.0,60.0,8310.0,8370.0,60.0
J1041,P03,final_inspection,F1,V12,F1,8373.0,60.0,8373.0,8433.0,60.0
J1042,P03,wafer_saw,F1,V1,F1,2316.0,120.0,2370.0,2490.0,120.0
J1042,P03,wafer_saw,F1,V2,F1,2193.0,120.0,2193.0,2313.0,120.0
J1042,P03,die_attach,F1,V3,F1,4875.0,160.0,4950.0,5110.0,160.0
J1042,P03,die_attach,F1,V4,F1,4395.0,160.0,4710.0,4870.0,160.0
J1042,P03,wire_bond,F1,V5,F1,5135.0,180.0,5430.0,5610.0,180.0
J1042,P03,wire_bond,F1,V6,F1,4895.0,180.0,4950.0,5130.0,180.0
J1042,P03,molding,F1,V7,F1,6548.0,150.0,6690.0,6840.0,150.0
J1042,P03,rinse,F1,V8,F1,6846.0,50.0,6870.0,6920.0,50.0
J1042,P03,trim_form,F1,V10,F1,8225.0,90.0,8310.0,8400.0,90.0
J1042,P03,electrical_test,F1,V11,F1,8404.0,60.0,8404.0,8464.0,60.0
J1042,P03,final_inspection,F1,V12,F1,8467.0,60.0,8550.0,8610.0,60.0
J1043,P03,wafer_saw,F1,V1,F1,2316.0,120.0,2370.0,2490.0,120.0
J1043,P03,wafer_saw,F1,V2,F1,2316.0,120.0,2370.0,2490.0,120.0
J1043,P03,die_attach,F1,V3,F1,4875.0,160.0,4950.0,5110.0,160.0
J1043,P03,die_attach,F1,V4,F1,4875.0,160.0,4950.0,5110.0,160.0
J1043,P03,wire_bond,F1,V5,F1,5135.0,180.0,5430.0,5610.0,180.0
J1043,P03,wire_bond,F1,V6,F1,5135.0,180.0,5430.0,5610.0,180.0
J1043,P03,molding,F1,V7,F1,6848.0,150.0,6870.0,7020.0,150.0
J1043,P03,rinse,F1,V8,F1,7026.0,50.0,7026.0,7076.0,50.0
J1043,P03,trim_form,F1,V10,F1,8405.0,90.0,8405.0,8495.0,90.0
J1043,P03,electrical_test,F1,V11,F1,8499.0,60.0,8550.0,8610.0,60.0
J1043,P03,final_inspection,F1,V12,F1,8613.0,60.0,8613.0,8673.0,60.0
J1044,P03,wafer_saw,F1,V1,F1,2493.0,120.0,2550.0,2670.0,120.0
J1044,P03,wafer_saw,F1,V2,F1,2316.0,120.0,2370.0,2490.0,120.0
J1044,P03,die_attach,F1,V3,F1,5115.0,160.0,5430.0,5590.0,160.0
J1044,P03,die_attach,F1,V4,F1,4875.0,160.0,4950.0,5110.0,160.0
J1044,P03,wire_bond,F1,V5,F1,5615.0,180.0,5670.0,5850.0,180.0
J1044,P03,wire_bond,F1,V6,F1,5135.0,180.0,5430.0,5610.0,180.0
J1044,P03,molding,F1,V7,F1,7028.0,150.0,7110.0,7260.0,150.0
J1044,P03,rinse,F1,V8,F1,7266.0,50.0,7266.0,7316.0,50.0
J1044,P03,trim_form,F1,V10,F1,8500.0,90.0,8550.0,8640.0,90.0
J1044,P03,electrical_test,F1,V11,F1,8644.0,60.0,8644.0,8704.0,60.0
J1044,P03,final_inspection,F1,V12,F1,8707.0,60.0,8707.0,8767.0,60.0
J1045,P03,wafer_saw,F1,V1,F1,2493.0,120.0,2550.0,2670.0,120.0
J1045,P03,wafer_saw,F1,V2,F1,2493.0,120.0,2550.0,2670.0,120.0
J1045,P03,die_attach,F1,V3,F1,5115.0,160.0,5430.0,5590.0,160.0
